"Subject.Id" "Activity" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z"
10 "LAYING" 0.276977089565657 -0.0170332984576263 -0.110873504487879 -0.391986316171717 -0.385673788492929 -0.498647004568434 0.740684960252525 -0.207161356161616 0.108410428305944 -0.964710125 -0.95504237949495 -0.927801700555556 0.0794633942257576 0.0169399674191919 -0.0162372728227273 -0.388135257723232 -0.446206050364596 -0.68333034690404 -0.0150986647713131 -0.0917433860077424 0.0852285528396465 -0.58889324085202 -0.465358408925253 -0.496858788129293 -0.111993956719192 -0.0397793980300505 -0.0573109579154545 -0.632505796969697 -0.708431890757576 -0.607442629772727 -0.391578450863636 -0.384966594429798 -0.554573027192929 -0.393411346447475 -0.42583273029202 -0.511764535653535 -0.412057314516667 -0.463058241109444 -0.645684616799495 -0.418627017293636 -0.466687914596465 -0.72073657040404 -0.523601248676313 -0.545223158712121 -0.458413809783333 -0.612021917085859 -0.429815824722222 -0.556786812576768
10 "STANDING" 0.276583204166667 -0.0194909304979167 -0.1121843393125 -0.838564338333333 -0.727853336020833 -0.854294969270833 0.441236068541667 0.2005691803125 -0.05453204484375 -0.968072754375 -0.953455064479167 -0.961197428552083 0.080527512159375 0.004611439794375 -0.00128744623489583 -0.820707124664583 -0.7341746674375 -0.889739520625 -0.0255225107895833 -0.0699903917025 0.10298476965625 -0.849243536458333 -0.851156069375 -0.807039630885417 -0.10022438078125 -0.0478723615625 -0.0519245405385417 -0.849140011666667 -0.892824673645833 -0.850475350104167 -0.822505930166667 -0.720876538833333 -0.862321343125 -0.845922740729167 -0.751383960510417 -0.86121794721875 -0.826063598282292 -0.744950073 -0.878450186458333 -0.831379930459062 -0.7410383354375 -0.899683347916667 -0.819983751770833 -0.861050933645833 -0.792357543844792 -0.858958473125 -0.846707374791667 -0.829842093020833
11 "WALKING_UPSTAIRS" 0.27658531139557 -0.0191272531933228 -0.108941761642405 -0.58947649779557 -0.490379346996835 -0.665324314227848 0.730526184936709 0.0527387028613924 0.140209861246835 -0.975394457689873 -0.957138770727848 -0.956812000411392 0.0830134540658228 0.0078044254343038 -0.00657424975259494 -0.659323083055063 -0.608784226719937 -0.842511816044304 -0.0547328440272468 -0.0582275770813291 0.087284109682356 -0.739922126628797 -0.703501766487342 -0.725016008797468 -0.0805473309873418 -0.0493914065474684 -0.0480140167267405 -0.781738140601266 -0.868377254082279 -0.795490882468354 -0.619524028324684 -0.531455265662532 -0.750026145791139 -0.579491754749367 -0.502570240243354 -0.652095671108544 -0.676672987166456 -0.632374688606013 -0.825559590221519 -0.672195644346519 -0.609444998247785 -0.858259630601266 -0.709949332117089 -0.776852868955696 -0.708842979272152 -0.751758277167721 -0.670892713066772 -0.75596062835443
12 "LAYING" 0.27360872421875 -0.018337204411489 -0.106649116775 -0.583962207065 -0.522040023435 -0.699293531365625 0.69922245131875 0.029976775735 0.0330295544910625 -0.96738343446875 -0.9605729084375 -0.9468085636875 0.070430311315625 0.0053115377979375 0.0003081123684 -0.582418267596875 -0.571359817082031 -0.79262193625 -0.0628663472537188 -0.0592027333975 0.0960742146838125 -0.727881704983125 -0.73506282621875 -0.671057678528125 -0.0731134377315625 -0.043678823491875 -0.0574585039485312 -0.709726149496875 -0.8112325993125 -0.749351860259375 -0.578920210879375 -0.523287078731563 -0.7266403145 -0.586922577889687 -0.553076639139062 -0.709983235125 -0.599109317756219 -0.591296422972219 -0.7754265825625 -0.602960063359688 -0.579168053712969 -0.80858300040625 -0.661246826087188 -0.74479814778125 -0.657369914584375 -0.750393858303125 -0.7334567315 -0.70823315425
13 "LAYING" 0.275895876198777 -0.0176504796070948 -0.109135285550765 -0.624844460199083 -0.448816097853364 -0.587230562129052 0.709996516908257 -0.0420858101162079 0.0443010536786239 -0.967268063455658 -0.953540716850153 -0.938727880275229 0.0794393034550306 0.00387961953328135 -0.0123485923641621 -0.638889532599083 -0.569700547488012 -0.728452966311927 -0.0562470618980061 -0.0616613787494801 0.098866059686422 -0.715109859672783 -0.645728612088685 -0.643337285033639 -0.0881182379434251 -0.0440836605146789 -0.0582718748712538 -0.715772980189602 -0.718988591831804 -0.712716428498471 -0.638817912651682 -0.493467193137125 -0.629736258731804 -0.620602036452599 -0.462584458627829 -0.599036895271407 -0.66008217407156 -0.603340489937615 -0.710831730361468 -0.649606227431844 -0.562129866937645 -0.744823539571865 -0.65864242140581 -0.647152817899388 -0.620471226529052 -0.734657989051988 -0.650623558847401 -0.685774481529052
14 "WALKING_UPSTAIRS" 0.270184596009288 -0.0162548178510526 -0.100985935692074 -0.611671118216099 -0.374730765205077 -0.29354271467452 0.672081224882353 -0.111701388781115 -0.161179728291022 -0.941245714736842 -0.942377305312693 -0.915927846160991 0.0741757467665015 0.00443682723817957 -0.00253044692473994 -0.641964198633003 -0.586459622773684 -0.656855586102105 0.000253671358297214 -0.0954921154823529 0.0606712446996904 -0.728661379340557 -0.398959362766099 -0.364478192502167 -0.107556127062003 -0.0433200489340217 -0.0450693836894427 -0.7862917325387 -0.6979155314613 -0.638299064788854 -0.619513271851703 -0.455237617000929 -0.440650672343653 -0.609406374110062 -0.376829989404644 -0.275013722171486 -0.654385009392879 -0.598699531399381 -0.618712162187307 -0.661460356953251 -0.60215894382322 -0.694424996467802 -0.699166400749226 -0.50463317018839 -0.42391821438452 -0.740052209854489 -0.348864187370186 -0.407672097170898
15 "WALKING_UPSTAIRS" 0.27821340725 -0.016464484771311 -0.112563587594512 -0.556541173089329 -0.481679537956006 -0.705706623868902 0.688872511512195 0.102660491875 0.0372897701757012 -0.968733398628049 -0.956369493993902 -0.947240058048781 0.0776897411304878 0.00489392052706402 -0.00440993190077744 -0.624055782158537 -0.594312678045091 -0.825820881576219 -0.0281278780610671 -0.075878845519878 0.0906658516 -0.696859473045732 -0.708779069191463 -0.721826987530488 -0.0960910108539634 -0.0441270690182012 -0.0555645456881098 -0.731382711036585 -0.853956592073171 -0.795626198384146 -0.583772317445122 -0.507735205778384 -0.741745724698171 -0.547150855443902 -0.501568435233384 -0.711431340356707 -0.643469519361585 -0.609408057377744 -0.805543465588415 -0.637655155092835 -0.605854882622652 -0.845111060762195 -0.664354428856402 -0.760711411006098 -0.711194539920732 -0.709336168176829 -0.684504735744512 -0.751696527195122
16 "WALKING_UPSTAIRS" 0.277887440374317 -0.0158567888309016 -0.107263924445355 -0.668161498298634 -0.649947067892896 -0.603819902386066 0.700906130308743 -0.0605235993797814 0.0402075536234973 -0.971156432131148 -0.964727519945355 -0.945294028639344 0.0775488885374317 0.00884018328270219 -0.00143730005564208 -0.72786174352459 -0.735080198043716 -0.767873049380055 -0.0122341446725137 -0.0724444803980874 0.0730144651530055 -0.799534450491803 -0.810124133715847 -0.737629967961749 -0.107361614801257 -0.0416615668939617 -0.0539470410873497 -0.858298719153005 -0.86957312057377 -0.837039926065574 -0.700885147341803 -0.671572147098798 -0.660989948160437 -0.656969045058415 -0.661844530506831 -0.605646725307104 -0.744662041612022 -0.748627001551913 -0.752302172079235 -0.73477673661306 -0.738434398105465 -0.782089515344262 -0.789780147036612 -0.815962130027322 -0.756286641721311 -0.804991831502732 -0.809421448142077 -0.756993640724044
17 "WALKING_DOWNSTAIRS" 0.273849441115044 -0.0175178488555457 -0.10894543593472 -0.575384465440796 -0.531725560539469 -0.633174442559882 0.681018816489676 0.00208485938053097 0.00457967780088496 -0.969925765014749 -0.956590055339233 -0.946280153185841 0.081880267239528 0.0083599305380531 0.00313640220584071 -0.655962717654867 -0.641279470927434 -0.798055545516224 -0.0137199915971209 -0.0841275327556873 0.0761605469356047 -0.739509361150443 -0.746029348082596 -0.697883518596755 -0.108510381387316 -0.0389503517365487 -0.0505134530712979 -0.770982322212389 -0.811674344749263 -0.792412597492625 -0.622462544449351 -0.569180425379852 -0.696059808678466 -0.559142964689676 -0.542590163514454 -0.629065517609145 -0.692948207482301 -0.669598735445428 -0.786440272035398 -0.649348718874041 -0.635163006465487 -0.808333054336283 -0.706700939954277 -0.75655421820059 -0.704461092123894 -0.751468354340413 -0.742303506283186 -0.724259849884956
17 "WALKING_UPSTAIRS" 0.276134936206897 -0.0178192998868966 -0.112173902413793 -0.99504124 -0.979413535862069 -0.980976484137931 0.908399606896552 -0.198659870344828 -0.278195591724138 -0.993349445862069 -0.984760977241379 -0.98129168137931 0.0758626965517241 0.0100040808789655 -0.00236484369931035 -0.994019934482759 -0.989158120689655 -0.992004427241379 -0.0257577297931034 -0.0661512840241379 0.087130975137931 -0.986979955517241 -0.985073170689655 -0.987937566551724 -0.100183297172414 -0.0417622900689655 -0.0547796899655172 -0.991854138275862 -0.993318104482759 -0.993400307586207 -0.994496322758621 -0.982367664137931 -0.986495766206897 -0.995250992758621 -0.97835155862069 -0.978759603793103 -0.994117062068966 -0.988820999655172 -0.990597965172414 -0.994459398275862 -0.990414811034483 -0.991935782413793 -0.985993540344828 -0.987392253103448 -0.988668107931034 -0.987354722068966 -0.98380969137931 -0.988732922758621
18 "LAYING" 0.276324152142857 -0.0172831546595266 -0.108112251068681 -0.694616884972527 -0.627117507326923 -0.701596039615385 0.716863248351648 -0.01578199625 0.0899901746593407 -0.980138675796703 -0.969542030412088 -0.959434177692308 0.077480921531044 0.0128850449171841 0.000848545124184616 -0.734644450054945 -0.732969175274725 -0.847257765851648 -0.0373993798891484 -0.0678200104982143 0.0908402866868132 -0.804533729046703 -0.777361713653846 -0.745612483131868 -0.0944029581558242 -0.044169186546978 -0.0568482569002198 -0.842893477884615 -0.884050472967033 -0.83861466293956 -0.714227764615385 -0.663659666593407 -0.761229192087912 -0.687850549203297 -0.632838238002747 -0.694874090513736 -0.750020077252747 -0.744113444532967 -0.833032083021978 -0.742517893708791 -0.739197834642857 -0.860168954615385 -0.787757637521978 -0.816385880247253 -0.755926770686813 -0.812175241332418 -0.759665554340659 -0.766381665384615
19 "WALKING_DOWNSTAIRS" 0.269723487105556 -0.0182031515710306 -0.118277180099383 -0.574658922919194 -0.507035084992639 -0.649184726556944 0.475323016 0.0964052626666667 0.233011401195083 -0.958290447861111 -0.95925383425 -0.94180028475 0.0774171147766389 0.0115812421960876 -0.00186198850195833 -0.571088266146083 -0.571311190432222 -0.705342976190833 -0.0385723953346511 -0.0681420603177778 0.0883609591559167 -0.637789914575556 -0.643866300560306 -0.645682212189167 -0.0895939425055556 -0.0383208736670278 -0.0569649444286944 -0.618836206634444 -0.725991380623889 -0.686684583831583 -0.587050355097528 -0.521888076609778 -0.647026298284028 -0.5708979748225 -0.530901585022361 -0.680291382637222 -0.593157169174611 -0.596694943936944 -0.680924493180556 -0.586910128980833 -0.572596722878 -0.728521901498861 -0.553089575942778 -0.641337299817778 -0.602625307818389 -0.666071315599889 -0.650105402347778 -0.694729075491667
20 "LAYING" 0.268425757926554 -0.0175912993773164 -0.108029145824294 -0.60484669490339 -0.369336706508757 -0.634787346548023 0.628040637177966 -0.0373059475847458 0.10723075947935 -0.958201862627119 -0.952506793418079 -0.940981537502825 0.079818125480791 0.00220928707107345 -0.00450611895602542 -0.627098830685593 -0.527174601581921 -0.747362572898305 -0.0242488811785028 -0.0789448418069209 0.0856280628860452 -0.684586332415254 -0.573677383024548 -0.52727797039661 -0.094982179135 -0.0414356124141243 -0.0543001277610169 -0.698354145936441 -0.684280685533898 -0.636715878557062 -0.612641113666949 -0.426398722000395 -0.665006945724294 -0.60314894923565 -0.381534028764124 -0.647515612457627 -0.652264226931438 -0.557791286001412 -0.732835648957627 -0.634710081102825 -0.525907610282373 -0.760509114748588 -0.626445370827119 -0.591039733449633 -0.518444509491525 -0.704481841200565 -0.567588605842655 -0.575002191142655
21 "WALKING_DOWNSTAIRS" 0.277466525522059 -0.0176664578561765 -0.10877848058848 -0.672323867377451 -0.565585190336299 -0.669621813176471 0.645775957808824 -0.0750963071446078 0.0321851774362745 -0.965586634460784 -0.969330818455882 -0.953093993308823 0.0822207874776961 0.00350107553584853 -0.010659072671299 -0.699763344205784 -0.66515912310562 -0.78182390148299 -0.0276346639303578 -0.0784719736838971 0.0861212668362745 -0.79617228689951 -0.765057760637255 -0.701642028499559 -0.100558317889216 -0.0408236141863333 -0.0533861046416422 -0.792483156720588 -0.815859336004902 -0.812017312181373 -0.693486097144118 -0.59377821414902 -0.707713799021814 -0.665349663426471 -0.578748586831863 -0.675588192778676 -0.71641413145049 -0.678615118728922 -0.767351986555392 -0.709800728388235 -0.674102360655147 -0.794922813673627 -0.752040828651961 -0.759325714811275 -0.709471420465686 -0.811026710110294 -0.771388318823529 -0.728319304730637
22 "SITTING" 0.242298449272727 -0.0316561370181818 -0.105664296590909 0.0764832471304546 0.219952845181818 -0.0935184360181818 0.870172199545455 -0.350769156818182 -0.1765357405 -0.939673766818182 -0.944104886363636 -0.92719241 0.105897183954545 0.0320774996545455 -0.0326983629140909 0.0296014137090909 -0.0270976569090909 -0.444640860909091 0.119614300727273 -0.172162155445455 -0.0046475084 -0.377598602272727 -0.451114613181818 -0.1330599105 -0.119050870677727 -0.0593756069681818 -0.0743422650272727 -0.388955637727273 -0.665547723636364 -0.482172029090909 -0.0414589456 0.1231057773 -0.198565773954545 0.118339545340909 0.190673821868182 -0.1092913705 0.00774466264545455 -0.042898966 -0.38815349 -0.0416593402068182 -0.0801154312545455 -0.500476129545455 -0.237124032272727 -0.483080167727273 -0.158548504727273 -0.423153909545455 -0.437456513181818 -0.205526546681818
22 "WALKING_DOWNSTAIRS" 0.277156731173244 -0.0157362798544615 -0.108891559940803 -0.591898038755853 -0.543513202065318 -0.696409302003679 0.590202951371237 0.059637422 0.266233413475819 -0.959890000367893 -0.958295670545485 -0.939955773782609 0.0771316429411706 0.0140196360738796 -0.00535471338117057 -0.630182598844147 -0.59971491352709 -0.783706594247492 -0.0173964514566555 -0.0892861352287625 0.0875601891371237 -0.719340785619732 -0.808549367023411 -0.692821756428094 -0.108536983918729 -0.0369228007661538 -0.0570277658573913 -0.732439672053512 -0.874226384113712 -0.761410622511706 -0.63565324919699 -0.554621367574582 -0.723282881277592 -0.57658611649398 -0.567546209132776 -0.706443300175585 -0.649283145619064 -0.613419188476589 -0.765568239732441 -0.643720768424415 -0.612907133218033 -0.800838269899666 -0.669187479525084 -0.81408546735786 -0.679035334374582 -0.736449902993311 -0.807400495819398 -0.726376317959866
23 "SITTING" 0.273493254730108 -0.019589258786828 -0.109093982385242 -0.622594039757258 -0.532078546615699 -0.450557203409946 0.662324737580645 0.0146209197354839 0.0518662466372043 -0.964393040295699 -0.960318907096774 -0.934236146612903 0.0778588215843817 0.0200470964972984 -0.000717680881887096 -0.608183751830914 -0.61898123051828 -0.603048769571532 -0.0220890418013172 -0.0825972963754032 0.074694942324328 -0.755738625241935 -0.500338191139785 -0.609683451821774 -0.0966990737225806 -0.0432722741798387 -0.0621959093526344 -0.728692138333333 -0.546043593651882 -0.740518145887097 -0.599080886430645 -0.548483208943548 -0.49021281618414 -0.633839114436559 -0.554471679592177 -0.474767543716048 -0.617521836605645 -0.628231338392742 -0.578870810235484 -0.635054351475538 -0.636977610060753 -0.627540367652688 -0.685136501518817 -0.497783811010484 -0.617685416736559 -0.779197054064516 -0.50785054741371 -0.644131036807258
